	TCGA.3C.AAAU.01	TCGA.3C.AALI.01	TCGA.3C.AALJ.01	TCGA.3C.AALK.01	TCGA.4H.AAAK.01	TCGA.5L.AAT0.01	TCGA.5T.A9QA.01	TCGA.A1.A0SB.01	TCGA.A1.A0SF.01	TCGA.A1.A0SG.01	TCGA.A1.A0SI.01	TCGA.A1.A0SN.01	TCGA.A1.A0SQ.01	TCGA.A2.A0CK.01	TCGA.A2.A0CO.01	TCGA.A2.A0CR.01	TCGA.A2.A0EP.01	TCGA.A2.A1FV.01	TCGA.A2.A1FW.01	TCGA.A2.A1FX.01	TCGA.A2.A1FZ.01	TCGA.A2.A1G0.01	TCGA.A2.A1G1.01	TCGA.A2.A1G4.01	TCGA.A2.A1G6.01	TCGA.A2.A259.01	TCGA.A2.A25A.01	TCGA.A2.A25B.01	TCGA.A2.A25C.01	TCGA.A2.A25D.01	TCGA.A2.A25E.01	TCGA.A2.A25F.01	TCGA.A2.A3KC.01	TCGA.A2.A3KD.01	TCGA.A2.A3XS.01	TCGA.A2.A3XT.01	TCGA.A2.A3XU.01	TCGA.A2.A3XV.01	TCGA.A2.A3XW.01	TCGA.A2.A3XX.01	TCGA.A2.A3XY.01	TCGA.A2.A3XZ.01	TCGA.A2.A3Y0.01	TCGA.A2.A4RW.01	TCGA.A2.A4RX.01	TCGA.A2.A4RY.01	TCGA.A2.A4S0.01	TCGA.A2.A4S1.01	TCGA.A2.A4S2.01	TCGA.A2.A4S3.01	TCGA.A7.A13D.01	TCGA.A7.A13E.01	TCGA.A7.A13F.01	TCGA.A7.A13G.01	TCGA.A7.A13H.01	TCGA.A7.A26E.01	TCGA.A7.A26F.01	TCGA.A7.A26G.01	TCGA.A7.A26H.01	TCGA.A7.A26I.01	TCGA.A7.A26J.01	TCGA.A7.A2KD.01	TCGA.A7.A3IY.01	TCGA.A7.A3IZ.01	TCGA.A7.A3J0.01	TCGA.A7.A3J1.01	TCGA.A7.A3RF.01	TCGA.A7.A425.01	TCGA.A7.A426.01	TCGA.A7.A4SA.01	TCGA.A7.A4SB.01	TCGA.A7.A4SC.01	TCGA.A7.A4SD.01	TCGA.A7.A4SE.01	TCGA.A7.A4SF.01	TCGA.A7.A56D.01	TCGA.A7.A5ZV.01	TCGA.A7.A5ZW.01	TCGA.A7.A5ZX.01	TCGA.A7.A6VV.01	TCGA.A7.A6VW.01	TCGA.A7.A6VX.01	TCGA.A7.A6VY.01	TCGA.AC.A23C.01	TCGA.AC.A23E.01	TCGA.AC.A23G.01	TCGA.AC.A23H.01	TCGA.AC.A2B8.01	TCGA.AC.A2BK.01	TCGA.AC.A2BM.01	TCGA.AC.A2FB.01	TCGA.AC.A2FE.01	TCGA.AC.A2FF.01	TCGA.AC.A2FG.01	TCGA.AC.A2FK.01	TCGA.AC.A2FM.01	TCGA.AC.A2FO.01	TCGA.AC.A2QH.01	TCGA.AC.A2QI.01	TCGA.AC.A2QJ.01
MIMAT0005877	0	0	0	0	0	0.1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3475	0	0	0	0.2567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174	0	0	0	0
MIMAT0005879	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8866	0	0	0	0	0	0	0	0	0	0	0	0	0.2784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169	0	0	0	0.4328	0	0	0.2711	0	0	0	0	0	0	0	0
MIMAT0005908	0	0	0.285862558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1869	0	0	0	0	1.31026949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7268	0	0	0	0	0	0	0	0	0	0	0	0	0.1822	0	0.4328	0	0	0	0	0	0	0	0	0	0	0
MIMAT0005920	3.885009845	5.791558668	1.277847838	3.8197071	2.191288547	3.718313496	4.639625541	2.86179407	3.489013349	4.493645775	2.572752961	3.210818817	4.683259745	3.417311777	2.858425758	2.932201392	1.863933609	4.668428523	4.314328826	5.371618516	4.496901485	3.667086884	4.872004234	5.809202117	3.679866607	7.847303121	5.746656458	6.52182374	6.662296479	6.866599579	6.424346563	4.567431093	2.367442597	2.89257116	3.673496346	3.275875478	2.421613164	4.984613559	2.667261386	3.542859605	2.854249417	2.853903697	3.331675204	2.84242084	3.515440456	3.194537354	3.742728994	0.6879	2.354534242	4.00292528	5.367155303	2.360266336	5.692015703	3.884867073	2.406467965	3.408378394	4.008193311	4.538118944	4.51686973	4.07802129	3.032102653	4.08461052	4.191055145	3.418767072	3.286078839	3.034912377	3.368438809	2.205028881	3.976623394	3.461326196	3.846467798	1.907453646	3.094654841	2.563662575	3.366064763	2.105266378	3.172499671	2.809022818	3.23919881	2.993861979	2.45838617	3.443798066	2.044800679	3.809878991	3.773613025	1.883972467	6.78155588	3.736774469	1.925451037	4.189184617	3.960868107	2.498713847	3.423242746	3.200561944	3.656327315	3.299356717	4.772096725	1.418710377	3.447637527	0.680917932
MIMAT0005933	1.965241432	0.703751608	0.90832868	0.8403	0.856552063	0.3486	1.797065386	2.372791536	0.922191495	1.256322253	1.614606463	0.868559582	2.233809007	0.921271482	0	0	0.574282091	0	1.176103342	0.4012	1.104957655	0.651634722	1.719491123	1.398289766	0.4931	0	0	0	0	0	0	0	0.619913276	0.4626	0.976998767	0.7383	1.668492512	1.422225083	0.2799	0	0.663780179	0.2363	0.966778423	0.2784	1.6262	0.256	0.7896	0.9384	0	1.1944	0.8654	0.8694	1.829023123	0.7462	0.605424025	1.138897877	1.904575354	0.5491	0.2262	1.959352922	1.054446629	1.193828617	0.757490908	0.48947976	1.01289947	0.6103	1.312574373	0.6509	0.3078	0.5857	0.732052213	0.2289	1.528875612	1.207856854	1.540956365	0.2107	3.291603499	0	0.5227	0.660352193	1.631413605	0.528529199	0.3609	1.226911537	1.243056364	0.1911	1.717173668	1.066221302	0.765281562	0.3699	0.52423639	0.38966022	0.695526004	0.412503954	0.4238	0.174	0.406	0.948356165	0	0.4876
MIMAT0007892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8866	0	0	0	0	0	0.861607396	0	0	0.6708	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174	0	0	0	0
MIMAT0010133	0.247774584	0.557351603	0.630322189	0.706924961	0.571879635	0.1848	0.6323	1.417797878	1.01641912	0	0	0.868559582	0.6936	0.921216831	0.62641661	0.3587544	1.053556338	1.555317523	2.008394757	0.4012	0.3648	0	1.102118318	0.6279	0.4931	2.298541388	0.795745679	2.04000564	1.0635	1.423146066	0	2.307330578	0.619958161	0.959697898	0.871840205	1.001620077	1.063074369	2.124311325	1.549385459	1.619053232	0.2567	1.048116153	2.52919972	0.2784	0.4306	0.4733	1.433044183	1.337658115	0.787465184	1.194373912	0.8654	0.8694	0.7903	0.92836635	0.605424025	0	0	1.256719581	0.747526456	0.972929652	0	0.5993	1.025611337	0.683406742	0.859475474	0	0.509966681	1.097816474	0.3078	0.2227	0.2206	1.248347106	1.174546784	0.4087	0.563183186	0.704055087	1.734368197	0.84888841	0.1961	0.903586177	1.484604343	1.307330085	0.3609	0.4679	0.582222302	1.092930402	0.489332964	0.996056722	1.925451037	1.299396708	0.908037264	0.696133262	1.202276498	0.65926818	0.750960163	1.190202592	1.201539129	1.606582069	1.077161143	0
MIMAT0014979	0.459223936	0.2106	0.821342524	0.559912836	0.856552063	0.49567856	0.632272744	0	0	1.256322253	0	0	1.160034969	0.376150875	0.626487822	0	0.98388779	0.4728	0	0.972223254	0.8977767	0	0.819230333	0	0.4931	0	0.3723	0	0	0.4183	0.8866	0.9909	0	0.2497	1.166711453	1.0016	0	1.422218603	0	0.374	0	0	0	0	0.4306	0.662154958	0	0.3846	0.3127	0	0	1.4081	1.297992307	0	0.605424025	0	0	0	0.421694182	0.973008888	0.4425	0.3306	0.4279	0.2654	1.012877418	0.7673	1.042598685	0	0.9643	0	0.411899299	0.4265	0	0.987297039	0	0.5575313	0	1.264219496	0.1961	1.111679157	1.321170463	0.1985	0.889577744	0.820591151	1.518174735	0.647559194	1.386899597	0.762219666	0	0.664051796	0.52423639	0.60111153	0	0	0	0.597140848	0.406	0.948422502	1.279181446	1.853510612
MIMAT0015004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1822	0	0	0	0	0	0	0	0	0	0	0	0.1101	0
MIMAT0015020	1.266282713	0.958382931	0.410058896	0.706846238	0.2168	0.49567856	0.6323	2.685578013	1.341606105	0	0.4982	1.549432301	2.030859448	0.2003	0.964572026	0.509419617	0.476275869	1.113301067	0.3242	0.7148	1.591681746	1.098887398	2.150555909	1.398289766	0.859915385	0	0	0.6982	0	0.4183	0	0	0.740755089	0.647989421	1.253027929	1.876727632	2.421586218	2.594532259	0.5142	0	0	0.2363	0.966778423	0.7124	1.780237332	0.4733	1.671708925	1.337671275	1.429807832	1.194382391	2.755532827	0	2.216333791	1.367641983	0.935443041	1.00128351	3.496916516	0.945866311	0.2262	1.289479315	1.054411988	1.613582455	1.2517	0.683406742	1.012759132	0	1.430794633	1.220474551	0.964321038	1.116664931	0	1.022721233	1.174487634	1.399133596	0.967143612	0.2107	0.3318	0	0.788886744	0.367641597	2.458398893	1.926822325	0	1.445645803	1.63817098	0.510862202	0.489332964	0.844465357	1.262617938	0.3699	0.728916805	0.1419	0.993678647	0.3199	0	0.597190647	0	0	0.48168171	0.680917932
MIMAT0016888	0	0	4.723973734	2.212762755	0	0	3.209535963	0	1.978363194	3.222410273	1.7968703	1.908047864	2.030840326	1.625543985	1.395636904	1.703969676	1.902197848	2.036418262	2.330827742	2.951130162	2.330011709	1.715258156	1.877922754	2.422866209	1.784343055	3.558104607	0	4.154446243	5.208398622	1.006449319	6.24218724	5.814921535	2.730392	2.366792875	1.965370494	2.224952696	3.108716866	3.523549589	0.71572883	3.168510816	1.897737395	2.009275595	0	4.286685911	4.356073206	3.224802597	2.489159247	4.832527327	4.295338798	5.642773224	5.676272782	4.689703797	3.230925591	1.703917305	1.119806887	1.927916243	3.662379778	2.903923427	2.135576155	3.593867192	3.512371408	3.683221004	0	1.3872	1.394397748	1.367193753	2.501767346	3.718377263	1.946145409	4.826499525	1.494513006	2.405757535	5.073936293	4.944844975	4.830613755	3.567092655	6.140726533	2.139	2.301655715	3.143512003	0.3782	1.390845008	2.543778472	2.213865717	0	2.430457533	4.198643461	1.626868108	2.721812021	2.577242374	1.674075291	1.516334283	2.160182336	0	1.242300557	1.668612318	2.632204347	2.589842728	0.904662132	2.772002915
MIMAT0018068	0.357362948	0.703700825	0.524342444	0	0.2168	0	0	0	0.821478626	0	0	0.6328	0.6936	0.532877205	0.86052835	0.1905	0.1346	1.113301067	0	0	0.3648	0.3623	0.467	1.063936352	0.4931	1.565462815	0	2.97222293	1.669022898	2.009638595	0	0	0.1817	0.647894286	1.25290226	1.224134688	1.239868153	2.594568117	0	1.873210285	0.663780179	0.2363	1.540494861	0.2784	1.030958917	0.473346763	1.433044838	0.3846	0	1.654182261	0	0.8694	0	0	0	0	1.904573809	1.729404052	0.2262	0.401548725	0	0.3306	0	0.48947976	0	0.434071981	0.509966681	0	0.5613	0.87544755	0.732021859	0.2289	1.174546784	0	0	0	0.3318	0	0	0.1955	0.677565483	0	0	0.2528	0.320262665	0	1.594101155	0.376725085	0	0	0.630213936	0.499212763	0.0867	0	0	0.3293	0.406	0.948356165	0.1101	0.68092166
MIMAT0018102	0.357339391	0.703795334	0	0.396273433	0.405236489	0.1848	0.867902234	0.876477189	0.4684	2.161010037	0	0.3508	0.6936	0	0.1839	0.1905	0.476254109	0.828307127	1.592359715	1.833977979	0	0.3623	0	0	0	0	0.1981	1.51976212	2.422319898	1.006449319	1.431691293	0	0	0.2497	0.1869	0.4158	0.3475	0.5059	0.71572883	0	0	0.775656855	0.5629	0	0.4306	0	0.571222822	0	0	0.8945	0	0.8694	0	1.235548599	0	0	0	0	2.019649705	0.566949296	1.284471766	0.3306	1.251703141	0.683389048	0.2673	0.2333	1.825306387	1.333611419	0.561338222	0	0.411899299	0.2289	0	0	0.563183186	0.394513151	0.3318	0	0.368706455	0.3677	0	0.372962459	0.3609	0.820542147	0.803841867	0	1.594005066	0.675091481	0	0.664051796	0.41	0.2711	0.246	0.933744971	0	2.48914098	0	0.246	0.1101	0.2643
MIMAT0018115	0.1292	0	0.821290858	0.2117	0.2168	0.49567282	0	0	0.468435414	0	2.104205378	0	0	0.376150875	0.62641661	0.1905	0.257706807	0	0	0.4012	0.3648	0.3623	0.467	0.6279	0.4931	0	0.1981	1.803192674	0	3.284590445	2.135947046	0.9909	0.488164131	0.46249182	1.16664383	3.372099387	1.397322915	2.124319667	0	2.186345968	0.474550757	0.2363	0.966778423	0.2784	1.453704235	0.473346763	1.433086749	0.938468976	0.3127	0	0.8654	0	0.4486	0.2937	0.1768	0	1.612582795	0.5491	0	0.972929652	0	0.825799932	0.757490908	0.48947976	0.2673	0.2333	0.2774	0.251	0.3078	0	0.2206	0	1.174546784	0.4087	0.3089	0.394513151	0	0	0.1961	0.367641597	0.3782	0.528529199	0.3609	0.2528	0.4572	0.3598	1.144958419	0.376684132	0	0	0.524342444	0.271084405	0.319347433	0	0	0.174	0	1.515726776	0.212390155	0
MIMAT0019202	0	0.2106	0.15	0.396273433	0.405236489	0.348593644	0	0	0.328536367	0	0.4982	0	0	0.2003	0.346986435	0.1905	0.910741227	0	0	0	0	0	0.467	0.6279	0	0.9854	0	0.6982	0	0	1.826378836	0.9909	0	0.2497	0.1869	0.4158	0	0.5059	0	0.374	0	0.617207392	1.281986748	0.2784	0.7619	0.662195983	0	2.124463328	0.3127	0.8945	0	0.8694	0.4486	0	0.605489984	0.679119281	0	0.5491	0.421694182	1.289487497	0.780658121	0.3306	1.025701928	0	0.492731571	0	0.2774	0.963637696	0.3078	0.585701663	0	0.4265	0	0.4087	0.3089	0	0	1.000983588	0.368706455	0	0.3782	0.372962459	0.3609	0.4679	0.69726401	0.359822129	0.621438582	0.1368	0	0	0	0.389645856	0.69551472	0.499610973	0	0.174	0.981868031	1.202612259	0.561426656	1.770884492
MIMAT0019221	1.740942893	1.44847273	0.729100743	0.396273433	0.4052	0	0	0	1.5448	2.161039711	1.1618	1.679164482	1.160034969	0.532921272	0.7481	0.885014798	1.1199	0.8283	1.4665	1.833937105	1.447	1.0988	0.8192	0	0	2.5605	0.667860958	1.519849231	0	2.125431792	2.961806835	0.9909	1.142586963	0.46249182	2.85315175	3.225273584	3.538754658	3.933597949	0.5142	2.85109619	2.041110972	1.167243884	2.750043416	1.0456	0	0	0.3137	1.337658115	0.787465184	1.194373912	1.4026	0	1.97	1.600253198	0.6054	0.4862	2.5365	2.08488839	2.646466383	2.4151	2.081	2.494507933	1.447046158	1.271311421	0.859475474	0.908891365	0.885907111	0.815782005	0.3078	0.7378	0.732	0.6002	0.3943	0	1.282349356	0	1.49057114	0	0	1.600203024	1.88655679	1.926798503	1.9418	1.3404	1.518108802	0.510842273	2.293692395	1.133152189	0.4328	2.172093804	2.099889431	1.6648	1.6353375	0.869947365	0.4238	1.98117358	1.2016	1.692114157	1.854537835	3.51791403
MIMAT0019229	0.554332597	0.3944	0.410058896	0.2117	0.2168	0	0.3505	0.876477189	0.4684	0	0.4982	0.632766259	0	1.226951432	0.748103505	0	0.476275869	0	0	0.7148	0.3648	0	0.8192	1.669572551	0.4931	0.9854	0.1981	1.5198	1.6691	0	1.8264	3.4428	0.1817	0.46249182	0.63539722	0.738185402	1.539267381	0.5059	0.2799	1.8733	1.240617232	0.43928848	0.5629	0.2784	0.761785648	0	0	0.3846	0.569549386	0.5155	0	0	1.497553696	0.537604087	0.1768	0.2635	0	0.5491	0.2262	0.2147	0	0.825799932	0.7576	1.271306935	0.2673	0.2333	0.2774	0.251	0.3078	0	0	0.2289	0.7036	0	0.3089	0	0.828445405	0	0.522755461	1.01140133	0	0	1.2756	1.226948512	0.169	0	1.386816964	1.480274215	2.05247842	0.3699	1.623667851	0.869452508	0.802065553	0.319954372	0	1.106777603	0.9818	2.399641578	0.2123	2.143374707
MIMAT0019693	0.357339391	0.2106	0.630409611	0.2117	0.405236489	0.49567856	0.632272744	1.172378932	0.8214011	1.6245	0	0	0	1.132103809	0.1839	0	0	0.828307127	0	0	0.897712321	0	0.467	0	0.859915385	1.565462815	0.1981	0.6982	1.0635	1.0064	0.8866	0	0	0	0.352340737	0.4158	0.3475	0.5059	0.2799	0	0	0.617207392	0.5629	1.187182922	0.4306	0.256	0	0.3846	2.211086582	0	0	0	0	0.2937	0.605424025	0.2635	0.7536	0	0	0.4016	0	0	0.4279	0.48947976	0	0	0.2774	0.650909474	0.3078	0.415575719	0.2206	0.2289	0	0.726812189	0	0.55760887	0	0	0	0.1955	0.3782	0	0	0.2528	0.320262665	0.772471669	0.3439	0.376725085	0	0	0.9899	0.60111153	0.3194	0.220948684	0.4238	0.174	0.406	0.4562	0.1101	0.487595738
MIMAT0019760	1.021943792	0.394337072	0	0.396273433	0	0.1848	0.6323	0.5038	0.328536367	0	0	1.071184498	1.511917576	0.533	0.4934	0.3587544	0.574276625	0	0	0.714761438	0.3648	0	0	1.063936352	0	0	0.372253505	1.166688736	0	1.006449319	0.8866	0	0.343054382	0.4626	0.1869	1.224199309	1.063093037	1.632248191	0	1.126865457	0	0.617217575	0	0.2784	0.761785648	0.6622	0	0.3846	0.569549386	0	1.40255271	0	0.790297098	0.746175	0.724038759	0.2635	0	1.25674674	0.2262	0.2147	0.780658121	0.8258	1.025701928	0.48947976	0.2673	0.4341	0.2774	0.251	0	0.4156	0	0.426406571	0	0	0	0	0.3318	0.2634	0.1961	0.367641597	0	0.914477714	0.3609	0.654996507	0.582222302	0	1.054323152	0.376725085	2.277384482	1.11702748	0	0.38966022	0.319347433	0.319906458	0	0.174	0	0	0.2123	1.003821024
MIMAT0019841	4.55960475	0.394337072	0.15	0	0.2168	0	0.632272744	0	0.328536367	1.624530764	0	0.6328	4.143016482	0	0.62641661	0	0	0	2.178586183	1.547836563	1.843813987	0.3623	0	0.6279	0.4931	0.9854	0	2.24337919	1.669022898	0	3.369798755	0	0.343	0	1.074934243	0.4158	0.3475	0.5059	0.892540944	1.472861707	0.663735662	0.775582999	1.540509358	0.2784	0	0	0.789645851	0	1.965045079	0	0	2.106911128	1.4975	0.746175	0.334279601	0.2635	1.246097561	0	0	0.401548725	2.502519134	0.599386852	1.025611337	0.2654	0	1.037857971	0.88599178	0.251	0	0.73784607	0	0.2289	0.958222565	0.4087	2.195684254	0.2107	0.6014	0	0	0.1955	0	0.669043643	0	1.226931096	0.457194056	0.510862202	1.144923306	0.26174435	0	2.42858452	0.524342444	0.1419	0.16848374	0	0	0.329254825	0	0	0.212390155	0
MIMAT0019872	0	0.2106	0.285862558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2643
MIMAT0019873	1.209001883	0.958423494	0.99012118	0.706846238	0.856615995	0.49567856	0	0.5038	1.104774623	1.917515707	0	1.248762038	1.511917576	0.2003	0	0.1905	0.574282091	0.4728	1.466521294	0.7148	1.843826082	0.651634722	0.819230333	0.6279	1.152104506	0	0.1981	1.803223798	2.422274155	0.4183	2.136	2.791703357	0.343	0	0.976958136	1.001524599	1.787088261	1.422252224	0	2.089379581	0.474550757	0.43928848	0	0.2784	1.031053807	0.662154958	1.146921674	1.784005085	0.3127	0.894510438	0	2.360266336	2.098445571	1.48864704	0.935460242	0.849218799	0	0.9459	0.593831269	1.768744923	1.284487737	0.825799932	1.446981255	0.2654	0.492731571	0	1.183885143	0.251	0	1.001032654	0	0.2289	0.9581	1.719085408	1.133346423	0	1.197175374	1.138631061	0	1.011387725	1.484605647	0.914549065	0	0.820640154	0.803837193	0.647611702	0.742492482	0.996040392	1.631748309	0.664	0.908013998	0.271084405	0.519723576	0.220948684	0.4238	0.329254825	0	1.081118657	0.307821045	0
MIMAT0019895	0	0	0	0.2117	0	0.3486	0	0	0	0	0	0	0	0	0	0	0.1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374	0	0	0	0	0	0	0	0	0	0	0.8654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIMAT0020925	1.475206536	0.394337072	0.908224326	0.559912836	0	0	0.632272744	1.172378932	1.016419791	0	1.161791345	0	0.6936	0	1.238333724	0.509419617	0.371123406	1.351171757	1.466622436	0.4012	0.897712321	0.651634722	0	1.669572551	1.15211707	1.565462815	0	0.6982	1.0635	0.7421	0	0	0	0.46249182	1.07497004	1.417014587	0.3475	0.5059	0.2799	1.126883058	1.738448845	0.775573874	0.966778423	0.511668506	0	0	0.3137	0	0	0	1.40255271	0	1.297990266	1.703894129	0.605489984	0.6790975	0	2.493661757	0.2262	0.566995017	1.054411988	0.3306	0.4279	0.4895	0.859343917	0	0.885940399	0	0.561338222	0	0.732021859	0.2289	0	1.719085408	0	0.2107	0.601378347	0	0.368706455	0.787145765	0.925388768	0.796985732	0	0.467837424	1.243170671	0.3598	1.717234308	0.582345723	1.262582637	0.90826705	0.410024541	0.1419	0.245878974	1.408720803	0	0.923958691	0.722478295	0.456100658	0.561426656	0.487595738
MIMAT0021044	1.699928575	0.5574	0.990142673	0.559912836	0.405236489	0.348593644	0.632272744	0.5038	0.8214	0.7608	0	0.3508	0	0.376150875	0.748103505	0.1905	0.3711	0.4728	0	0.7148	0.655723865	0.8924	0	0.6279	0	0	0.3723	1.1668	2.09428917	0.74218206	2.607157458	3.153692076	0.343	0.4626	1.166802026	1.001620077	0	0.5059	0.2799	0.91677964	0.831	0.43928848	0.966778423	0.2784	1.031053807	0.978763326	1.146915708	1.649988381	1.553935875	1.654169932	0.8654	0	0.7903	0.5376	0.1768	0.2635	0.7536	0.5491	0.7475	0.849973361	0.4425	0.825799932	0.757490908	0.2654	1.0129	0.6103	1.042592306	1.536228907	0	1.001107354	0.580866292	0.4265	1.528875612	0.4087	0.5631	0.3946	1.734359972	0.678847553	0	0.660413964	0.9254	0.669	0	1.340411383	1.579401774	0.887385414	0.4893	0.582359482	0	0.664	0.409967142	0	0.695547857	0.581586144	0.4238	0.597190647	1.201539129	0.4562	0.307821045	0
MIMAT0022269	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3677	0	0	0	0	0.169	0.1911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIMAT0022709	0.727554883	0.394337072	0.410058896	0.396273433	0.2168	1.790744573	0.632272744	0.5038	0.713093327	0.7608	0	0	0	0.532877205	0.62641661	1.269786437	0.833660686	0.4728	1.005637847	0	0	1.098861932	0.819230333	1.063936352	0	0	0.3723	0	0	0	0	0	0	0.647989421	0.97699486	0.4158	1.063099469	0.5059	0.5142	0	0.2567	1.048116153	0.966778423	0.511668506	1.030958917	0.662154958	0	1.784074208	0.3127	1.194373912	0.8654	0	0.4486	0	0.1768	0	0	0.5491	0.7475	0.715363854	1.284487737	0	0.757490908	0.2654	0	0.434071981	0.2774	0.251	0.776876264	0.737826649	0.731941192	0.4265	1.362597941	0.726812189	1.858423174	0.704055087	1.197181883	0	0.1961	0.1955	0.925359698	0.528529199	0.6493	0.2528	0.169	0.3598	0.343948445	0.376725085	1.035308966	0	0.409967142	0.271084405	1.162891346	0	0	0.469454409	0	0.456100658	0.307905423	0
MIMAT0022833	1.857450172	1.174742365	1.81593595	0.840279842	0	0.1848	0	0.5038	0.1736	1.624530764	0	0.868559582	0	0.532921272	0.748117881	0.3587	0.833672878	1.351176717	2.653198865	0.4012	1.104881704	0.3623	0.819230333	1.669581031	0.4931	0	0.3723	1.166688736	3.434351954	0.4183	3.110926748	1.986328384	0.740742538	0.46249182	0.871798995	1.001620077	0.6273	1.978186412	0.2799	1.126816861	1.240679046	0.775656855	1.281969405	1.187182922	1.031053807	0.256	1.777703574	2.22209602	0.787507645	0.5155	1.40255271	0.8694	1.298022689	0.746171463	0.3342	1.001361491	1.6125	0.9459	0.2262	1.191549605	1.657110765	0.3306	1.447048901	0	1.151460348	0.767313565	0.885940399	1.627841093	0	1.223603312	1.108829577	0.755187744	0.70364099	0.726812189	2.405256638	0.3946	1.942754445	0.486053503	0	1.205503664	0.3782	0.528529199	0.649342832	1.340465348	1.243116485	0.647577322	2.125857131	0.996003069	0.4328	0	0.285862558	0.38966022	0.801931854	0.803060913	0.4238	1.725635324	0.722478295	0.246	0.39748776	0.680917932
MIMAT0026616	1.208982531	0.958377018	0.15	0.559889118	0	0	1.070416131	1.810521148	0.328536367	0.7608	0.867817723	0.3508	1.16	0	0.346986435	0	0.47628172	0	0.588747024	0	0	0.892494423	0	0.6279	0	0	0	2.243349375	1.0635	0	1.431691293	0	0.343054382	0.46249182	1.484566088	1.739202066	1.397283096	1.176323777	0.5142	0	0.980876997	1.277301027	0	0.2784	0	0	0.3137	0.6879	0.3127	0.5155	1.40255271	0.8694	0.4486	0	0	0	0	0	0.2262	2.278502063	0.780658121	1.193828617	1.251703141	0	0	0	0.710137602	0.251	0	0	0.2206	0	0	0.4087	0.5631	0	1.024530765	0	0	0.521468016	0.3782	0.372962459	0.3609	0.2528	0.3203	0.1911	2.080744905	0.26174435	1.786054734	0.3699	0.285862558	0.389645856	0	0.412554945	0	0.3293	0	0.802154891	0.1101	0.2643
