	TCGA.3C.AAAU.01	TCGA.3C.AALI.01	TCGA.3C.AALJ.01	TCGA.3C.AALK.01	TCGA.4H.AAAK.01	TCGA.5L.AAT0.01	TCGA.5T.A9QA.01	TCGA.A1.A0SB.01	TCGA.A1.A0SF.01	TCGA.A1.A0SG.01	TCGA.A1.A0SI.01	TCGA.A1.A0SN.01	TCGA.A1.A0SQ.01	TCGA.A2.A0CK.01	TCGA.A2.A0CO.01	TCGA.A2.A0CR.01	TCGA.A2.A0EP.01	TCGA.A2.A1FV.01	TCGA.A2.A1FW.01	TCGA.A2.A1FX.01	TCGA.A2.A1FZ.01	TCGA.A2.A1G0.01	TCGA.A2.A1G1.01	TCGA.A2.A1G4.01	TCGA.A2.A1G6.01	TCGA.A2.A259.01	TCGA.A2.A25A.01	TCGA.A2.A25B.01	TCGA.A2.A25C.01	TCGA.A2.A25D.01	TCGA.A2.A25E.01	TCGA.A2.A25F.01	TCGA.A2.A3KC.01	TCGA.A2.A3KD.01	TCGA.A2.A3XS.01	TCGA.A2.A3XT.01	TCGA.A2.A3XU.01	TCGA.A2.A3XV.01	TCGA.A2.A3XW.01	TCGA.A2.A3XX.01	TCGA.A2.A3XY.01	TCGA.A2.A3XZ.01	TCGA.A2.A3Y0.01	TCGA.A2.A4RW.01	TCGA.A2.A4RX.01	TCGA.A2.A4RY.01	TCGA.A2.A4S0.01	TCGA.A2.A4S1.01	TCGA.A2.A4S2.01	TCGA.A2.A4S3.01	TCGA.A7.A13D.01	TCGA.A7.A13E.01	TCGA.A7.A13F.01	TCGA.A7.A13G.01	TCGA.A7.A13H.01	TCGA.A7.A26E.01	TCGA.A7.A26F.01	TCGA.A7.A26G.01	TCGA.A7.A26H.01	TCGA.A7.A26I.01	TCGA.A7.A26J.01	TCGA.A7.A2KD.01	TCGA.A7.A3IY.01	TCGA.A7.A3IZ.01	TCGA.A7.A3J0.01	TCGA.A7.A3J1.01	TCGA.A7.A3RF.01	TCGA.A7.A425.01	TCGA.A7.A426.01	TCGA.A7.A4SA.01	TCGA.A7.A4SB.01	TCGA.A7.A4SC.01	TCGA.A7.A4SD.01	TCGA.A7.A4SE.01	TCGA.A7.A4SF.01	TCGA.A7.A56D.01	TCGA.A7.A5ZV.01	TCGA.A7.A5ZW.01	TCGA.A7.A5ZX.01	TCGA.A7.A6VV.01	TCGA.A7.A6VW.01	TCGA.A7.A6VX.01	TCGA.A7.A6VY.01	TCGA.AC.A23C.01	TCGA.AC.A23E.01	TCGA.AC.A23G.01	TCGA.AC.A23H.01	TCGA.AC.A2B8.01	TCGA.AC.A2BK.01	TCGA.AC.A2BM.01	TCGA.AC.A2FB.01	TCGA.AC.A2FE.01	TCGA.AC.A2FF.01	TCGA.AC.A2FG.01	TCGA.AC.A2FK.01	TCGA.AC.A2FM.01	TCGA.AC.A2FO.01	TCGA.AC.A2QH.01	TCGA.AC.A2QI.01	TCGA.AC.A2QJ.01
MIMAT0000263	7.339678228	7.19071108	8.465962652	9.286046266	9.151022971	8.3908656	6.934066926	8.018350322	7.953432165	7.770623431	7.942524058	7.534905395	5.852808979	8.185165145	7.792658321	7.604466029	9.09840994	7.594958121	7.810311874	7.379001249	8.581521934	8.144672298	8.361641824	8.694628439	9.158373706	6.725808904	7.76499499	6.482195173	8.101194893	5.785202294	7.472203664	8.06390045	8.598043078	8.275356785	7.829576224	7.029281252	5.941639937	7.671441894	8.404415912	7.048919283	7.511587445	7.073280186	6.555596796	8.3932988	8.613290375	8.689334447	6.401676603	9.626342406	7.93774014	7.866398291	7.58251365	7.441495496	7.610285922	8.292249186	8.320678936	8.25527001	7.159791777	8.574697414	7.237069039	8.314296121	7.733424286	7.368870976	7.518271885	6.22334513	5.103850998	7.915568871	6.587703263	8.746029186	8.619696236	8.089615675	8.028459519	8.694968834	7.258322487	8.977241489	6.481142705	8.603060998	3.291591747	9.61958494	8.308419228	8.021864302	6.710263929	7.606921184	7.143522879	8.318073753	9.315818012	9.153562247	7.857669938	8.222279091	4.87451126	7.017737776	7.911225699	7.568026063	8.549260199	7.449523964	7.725589554	6.041318052	6.621988001	7.882847856	6.621144422	8.008712672
MIMAT0000264	12.15129298	12.95246822	10.69709347	13.12798255	12.97294207	11.93629426	13.30063975	13.44122488	11.7701463	15.01021426	10.8639433	13.36624232	9.561004233	11.02616379	10.07179582	10.22451669	9.362706593	6.869660109	11.35038206	9.389127605	12.9243325	11.34739958	15.25293906	12.48094711	11.78655046	11.89214279	11.48363559	13.21562844	13.99273128	11.32537882	11.27641501	12.70065626	11.16110299	10.96962353	13.68147584	9.152951189	12.46999693	12.06241991	16.98546003	8.847503267	13.9102141	11.43555389	16.11079083	13.89424752	15.59476201	12.88772011	5.119296142	10.51624758	12.15063885	11.19499142	13.56544755	14.52260111	11.09722054	11.82024745	11.71420883	12.23823418	14.72121019	9.069770972	13.10499665	14.83656066	12.19068545	10.27958754	11.18662529	4.349719618	6.238667425	11.69023068	3.778100159	9.42349629	11.92602121	11.75493604	13.65627251	12.33362339	12.11305656	14.02128418	10.78958895	12.60034409	13.21491145	12.1265934	11.35691239	14.21177161	15.3812547	10.26681551	12.50629034	11.93389335	10.84002199	10.11389663	13.89326832	12.28779881	8.140795827	7.502302767	12.72321885	11.32389094	12.49968385	11.6414707	10.78443935	12.58623587	11.73258008	5.296595329	10.59019064	13.25421528
MIMAT0000266	2.5767844	8.048618783	2.136747945	11.0382098	10.21875718	9.77430192	6.325647779	14.23978311	10.34448103	11.25307609	11.67045003	7.404977351	8.05430441	11.05431515	11.33085675	10.28060988	7.432891381	8.887811378	9.564246612	8.491051248	11.4340231	12.00633315	8.935050241	12.19851186	13.20569739	11.83020829	10.17232709	7.448637818	11.80078626	9.201022351	11.35474053	8.205762886	10.21965602	10.70370895	10.32491176	10.22843112	12.70694116	4.010791538	13.28134495	11.20799404	8.627572647	10.45903668	13.46105173	8.606788845	11.8876257	11.74801465	4.150385514	3.429672171	8.887677159	9.347098516	12.3058278	7.342062596	12.82491951	12.48695459	10.54883853	11.19243053	13.00504088	10.27457721	10.4986438	11.16798698	9.890401504	8.333789241	11.34285916	9.485748429	5.591949345	10.11620281	2.999217419	9.962345928	10.07884429	9.418541853	9.905511245	9.128998353	12.47883342	10.83523136	8.577499551	7.576154694	13.12725376	10.59687027	10.90211904	6.840869095	12.56786599	8.069738291	12.17912707	11.21225529	11.35181639	10.97058921	11.14058395	11.75116678	11.65093651	10.69494114	10.47291463	8.617176907	9.760366387	12.63731347	12.14440284	7.673654255	8.986777576	4.62142623	7.197728589	9.901211833
MIMAT0000267	8.42880294	10.95915024	8.174022763	8.161541818	8.434164319	6.367720566	9.917997666	9.129783856	6.586735681	10.38642454	9.421403544	8.176080066	9.590236844	7.279249707	5.62602142	4.659518682	7.02846338	7.019511592	10.37469737	5.811227742	8.837086529	7.25863344	11.23849051	10.39112465	6.614254366	1.5655	2.356476257	10.28169478	8.367208142	4.802514536	8.721218081	8.489561499	6.27600901	6.378770588	9.358926246	9.160561151	9.988405012	9.56338515	8.293604162	9.414294825	7.609781258	7.20264879	10.66595069	4.238645921	11.14156838	3.394246043	7.424105527	7.444670883	6.907754993	7.569710182	12.46986314	11.76653826	9.236374129	8.234957897	6.656147744	6.984397823	10.48714974	7.48272671	7.170589378	10.85794634	9.034524461	8.336084689	9.936619233	6.071362311	9.185518608	6.19597982	10.85359136	5.488634429	3.292526773	6.20179067	5.934227205	4.086914805	9.601626579	9.586073616	8.342062137	9.802618954	10.22948798	4.279882675	4.183948453	9.493206262	8.966840766	7.58715794	9.837050762	9.307075433	11.96134112	6.99250845	10.69456275	8.305827501	8.43130808	6.21062056	5.475569211	3.744642221	5.976332851	4.819004323	1.608145076	5.292734185	3.590918939	7.887363276	3.316027606	8.288363454
MIMAT0000269	2.881972348	1.174772867	2.306179204	1.611226233	1.199833226	1.323813167	2.977407423	2.588646482	1.412603622	1.624530764	1.405859493	1.071174274	1.5119	2.146098649	2.624086274	1.934492387	3.203692134	3.064859452	2.468538093	1.958185632	1.591735945	1.835532287	2.75128821	2.42284258	1.602727267	2.974307883	2.271082879	2.04000564	2.689339577	3.181348392	2.795309398	3.442790009	2.440554823	2.138165206	3.360260995	3.587892534	2.6264	2.594542808	2.213959188	3.070276067	3.450325813	2.071677579	3.187962179	0.7124	1.453809485	1.648837674	2.215115945	4.051357166	1.964995947	1.838777652	2.100125075	2.1069	2.773075374	1.800559943	2.333727004	1.138913713	2.536494437	1.512390617	1.6024779	2.539801256	1.482803175	2.35621249	2.262550085	1.387200626	3.83123864	2.115968216	3.536021628	1.627828714	1.130281982	1.586434714	1.108840309	1.248372898	0.958222565	1.855896184	0.3089	1.606253855	2.286469977	1.927489702	1.207902431	3.588537618	2.677013948	1.469773623	2.612412629	2.328329893	1.518149652	2.270225615	2.370795673	2.315542012	3.061094119	2.172124679	2.962113435	3.799263663	2.703609233	2.240028836	3.804673897	3.999779556	3.137432488	4.070798099	2.762953163	5.277898704
MIMAT0000276	0.643557191	0.7038	0.630322189	0.962344964	0	0.629159925	1.678142196	1.172378932	0.468402408	0	1.161776889	0.3508	1.16	1.479035443	0.3469	1.090201748	0.833668312	1.555317523	0.812178641	2.072619541	0	0	0.467	2.0948	1.1521	0	0.1981	0	0	0.4183	0.8866	0	0.619944514	0.812245796	1.253023979	1.7392	1.896675044	2.378505076	0.715745955	1.126883058	0.831003314	0	2.117991162	1.187180995	1.0311	1.352308464	1.297	2.399613788	1.668177109	1.838730495	1.40255271	0	1.497553696	0.928363233	1.030551467	0.486224897	0	1.25674674	1.013135783	1.19149232	2.081011015	0.5993	1.619116299	0.48947976	0.2673	0.434071981	1.183921154	1.627818107	1.130248055	0	1.108786379	0.75520187	0.7036	1.207782305	1.2824	1.529694908	2.625646029	0.2634	0.522755461	1.455011218	1.136791958	0.1985	0.3609	0.4679	0.803841867	0.510842273	0.489332964	0.675034034	2.277360471	0	0	0.696198574	0.245878974	0.319954372	0	0.174	0	2.056961867	0.307905423	0.8514
MIMAT0000318	9.91912727	8.212824179	10.13385381	9.730317293	8.753204741	9.590398854	10.37084477	9.907115427	7.257453876	10.67333767	9.063810893	8.319738725	9.765190374	10.36961854	10.62725654	10.40904346	8.786182828	9.57032227	9.430532584	9.037746336	9.290519589	9.449468539	8.970657742	9.644546796	8.360091392	9.123021114	9.442385581	9.60578222	9.43708383	9.539674018	9.880185102	5.814870158	8.965623877	9.296138454	9.786677286	8.535859702	10.89209371	8.778317221	8.897607633	10.16141849	9.294607448	9.480169984	9.320993794	8.286161989	9.998057128	9.841439519	10.40326874	4.633887859	9.526401031	4.250866368	9.472287242	10.14909998	8.223902476	9.989815086	10.08020579	8.501603396	8.414634574	8.604182163	8.975910098	8.862605221	9.325188067	9.905703707	9.55865682	10.32379351	9.694212168	9.563690834	10.55925081	9.506861687	9.549905792	9.053806888	9.582281209	8.502414601	10.5031631	7.644559898	9.770399619	7.957427444	9.169536255	8.671523209	9.283707519	10.34977174	9.961079354	8.258074518	9.687496447	9.404513962	9.034037486	8.425801875	9.880474475	8.626474716	10.01402684	10.48004222	9.198398083	7.914939295	7.044879509	8.711143679	9.22763073	10.17419403	9.681126554	1.921797388	10.41090564	6.565200011
MIMAT0000442	4.268359285	2.206493404	3.382085553	0.559889118	0.4052	0.49567856	0.632272744	0.5038	1.104825169	0	0	0.6328	0	0.376150875	0.626345395	0.885056415	0.257706807	3.310192827	2.008399585	3.120239469	0	0	4.091953133	1.669596441	1.394988041	0	1.86762004	0.6982	0	0	0	2.5697	0.488164131	0.647894286	3.360223483	6.097684841	4.577605526	0.5059	1.746350506	5.846272482	2.504180205	0.43928848	1.759657953	1.434371472	3.719644859	2.500732461	4.227279788	2.700121317	0	1.442515975	2.353128545	5.588975769	0	0.5376	0.833656301	0	2.536466192	0.5491	0.886412944	0.715322602	0.4425	0	1.025611337	0.2654	2.985828898	0.434071981	4.042183262	0.650851935	0.3078	1.416412624	0.5809	1.02277285	0	1.71913771	2.036921866	0.837060011	3.329189524	1.138665635	1.912938779	1.011460708	2.291741638	0.528529199	0	1.226931096	0.320262665	0.1911	0.1822	0.675167656	1.92542874	0.664051796	1.674122879	1.350784332	0.947977649	0	2.44325089	1.269051092	1.560691753	2.676300212	0.708654796	0.85136936
MIMAT0000617	13.79746103	13.61606468	14.59011319	13.97647679	12.11521093	12.64164779	13.9727888	13.50744001	13.14350354	14.06177871	11.7980509	13.01646964	13.84431841	13.36116447	12.93636284	12.8032694	11.66346365	13.5522404	14.19257326	14.00035498	13.21445243	12.36208071	14.61878809	14.62494295	12.64547407	14.53149824	13.93199054	14.13591519	14.09120263	14.10672781	15.14477446	12.54988433	13.13861563	13.03337319	13.22111438	13.91226639	13.87533406	13.87732406	13.14045231	12.79830831	13.05917299	12.55167259	14.54951553	13.54761524	12.17006154	14.09548461	14.28613484	7.138598335	13.13324191	13.85829615	13.2530492	14.13235145	13.49885858	13.30950757	12.91137497	13.31523561	13.52625382	13.67687288	12.87815337	12.40558503	14.18843771	11.88809333	12.91122952	14.00470801	13.36514914	12.72371471	13.90258605	13.93830769	13.11070709	13.82408415	13.46354334	13.44574876	15.2952887	13.0212763	14.02483453	12.86268136	14.80377369	12.75967955	13.41286227	13.555294	14.72209406	14.21614999	13.5128633	13.87941609	13.3738064	11.45260624	12.444685	12.94579838	14.22608358	13.99467696	13.5083916	12.5004851	12.37581263	12.99231976	13.71943898	14.73786854	13.85826492	6.221722349	12.04712306	9.917788758
MIMAT0000729	0.357362948	0	0.15	0.559912836	0.2168	0.348593644	0.632272744	1.4178	0.1736	0.7608	0.4982	0.3508	0	0.803004141	0.626400968	0.1905	2.207210082	0	0.3242	0	0.3648	0.3623	0.8192	0	0	0	0	0	0	0	0	0	0.343	0.4626	0.976958136	0	0	0	0.892540944	0.670733336	1.116609883	0.4393	0.966778423	0.2784	0	1.114356049	0.3137	0	0.3127	0	0	1.799409465	0.4486	0.746175	0.72399792	1.00128351	0	0.5491	0.4216	0.715363854	0	0	1.251625686	0.4895	0	0.2333	0.885907111	0.251	0.776876264	0.2227	0.411899299	0.2289	0.70364099	1.207856854	0.3089	0.5575313	0	0	0.3686	0.367641597	0	0	0	0.654941542	0.902971025	1.092891839	1.054315827	0.376725085	0	0.664051796	0.410024541	0.601017831	0.38933682	0	1.436790849	0	0.406	6.621104832	0.307821045	2.932590815
MIMAT0000730	0.1292	0.703751608	0.524412155	0.9623	0.72127022	0.968336789	0	2.861799051	0.713065469	0.7608	0.867817723	0	0	1.03055292	0.86045368	1.269854102	2.695006481	1.113295218	0.812178641	0	0.655723865	0.892523805	2.15052135	1.063936352	1.784410268	1.5655	0.7957	0	0	1.006449319	0	0	0.619944514	1.7083838	1.41147884	1.417086174	1.063074369	1.422252224	1.439789936	0.374	1.559354857	0.2363	0.966778423	0.2784	1.031053807	0.9787601	0	0.3846	0.787465184	0.894510438	0.8654	0.8694	0.4486	0.2937	0.605424025	1.264545224	0	0.945866311	0.593747681	1.191530608	1.054446629	1.938333172	1.911646094	0.4895	0	1.156182906	0.710137602	0.251	0.964321038	0.585701663	0	0.75520187	0	1.207856854	0	0.394513151	0	2.001463306	0.905623479	1.111710694	1.136791958	0.796961491	0.649342832	1.445614029	1.083108106	1.432728753	0.742428071	0.922189279	0.4328	1.299378926	0.908017658	0.785424288	0.94811052	0.319906458	1.017422087	0.469454409	1.3923	3.827994657	0.3974	1.770941439
MIMAT0000734	0.2478	0	0.4101	0.7069	0.571847126	0.62914038	0	1.172397512	0.5959	0.7608	0	0	0	0.376150875	1.319061095	1.090212202	1.655784208	0	0.588747024	0.714761438	0.6558	0	0.819230333	0	0.4931	0	1.30558484	0	0	0.74218206	0	0.9909	0.955663431	0.647989421	1.075066793	1.001620077	0	0.5059	0.71572883	0.670733336	1.460759794	0	1.281986748	0.2784	0.7619	0.662195983	0.3137	0	0.7875	0.5155	0	0	0.7903	0.2937	0.833601919	0.2635	0	0.5491	0	0	0	1.347711609	0	0.2654	0.2673	0.767313565	0.2774	0	0.5613	0.5857	0.412	0.600184272	0	1.3991	0.3089	0.55760887	0.3318	1.00102103	0.1961	0.367641597	0	0.5285	0	0	0.3203	1.506515736	0.621408503	0.5823	0	1.29934558	1.674107618	1.095665454	0.749780639	0.220948684	1.242281658	0.597140848	1.201595299	5.439439282	0.481756509	2.684489415
MIMAT0001630	0	0	0.15	0	0	0	0	0	0.1736	0	0	0	0	0	0	0	0.1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.802154891	0	0
MIMAT0002175	0.1292	0.2106	0.15	0.3963	0.2168	0	0	1.172397512	0.1736	0	0.4982	0.3508	0	0.2003	0.1839	0	0.833690691	0.4728	0.5887	0	0	0.651634722	0	0	0	1.565462815	1.305653046	0	1.0635	0	0.8866	1.5728	0.488114953	0.648	0.1869	0	0	0.8797	0.71572883	0	0.2567	0	0	0	0	0.256	0	0	0.3127	0.5155	0	0	0	0.2937	0.1768	0	0.7536	0.5491	0.2262	0.2147	0.7807	0.3306	0	0	0	0.2333	0	0.251	0.7768	0.2227	0.2206	0.426406571	0.3943	0.7268	0.3089	0	0	0.486053503	0.3686	0.1955	0	0.1985	0.3609	0.2528	0.169	0.510862202	0	0.376684132	0	0	0.52423639	0.696156492	0.802	0.319906458	1.899781194	0.174	0.406	3.0768406	0.2123	0.2643
MIMAT0002178	0.4592	0.2106	0.410058896	0.7069	0.2168	0.3486	0.6323	1.1724	0.3285	0	0.4982	0	0	0	0.493417152	0.1905	0.666	0.4728	0.5887	0.4012	0	0	0.8192	0.6279	0.4931	0	0.795780347	0	0	0	0	0.9909	0.955663431	0.2497	0.3524	0	0	0	0.2799	0.9168	0.4745	0	0	0.2784	0.4306	0.829088645	0	0	0.3127	0.8945	0	0.8694	0.4486	1.235555468	0.4762	0.679	0.7536	0.5491	0	0.4016	0.4425	0.3306	1.2517	0.2654	0.4928	0.4341	0	0.6509	0.3078	0.737844573	0	0.2289	0.3943	0.7268	0	0.704047073	0.3318	0.848887751	0.3686	0.5214	0.3782	0	0	0.4679	0.903	1.0929	0.3439	0.844416796	0	0.3699	0.6302	0.3897	0.695608816	0.49951694	0	0.329254825	0.406	4.880178953	0.481737855	1.490337314
MIMAT0002807	2.59925383	0.703795334	1.770204289	1.611177296	1.635958194	1.400486154	1.906981671	3.018827378	1.606709379	3.422587203	1.958723202	1.679147529	2.712751967	1.399819527	1.603552122	0.885018644	1.699931041	2.996344219	2.008373621	1.190594306	2.486325944	1.715274768	2.481950049	3.198344688	2.454632566	1.565462815	1.467920878	2.580141704	2.68937042	1.883881518	3.589172983	2.307330578	0.740742538	2.366787899	2.707916446	2.324495801	2.182858551	1.632243841	1.835564003	0.6708	2.107762702	0.6173	0.5629	1.18714003	0.7619	1.352321128	2.608855382	1.1518	2.21110241	0.5155	3.069896872	1.7994	1.49753216	2.274509761	0.9355	2.072419501	0.7536	0.945866311	0.8864	2.579087069	1.482803175	0.3306	2.851088018	1.38724036	2.45388998	1.367193753	2.605903459	0.963630069	0.3078	0.5857	0.412	1.349206162	2.050534636	0.7268	0.3089	1.27226752	1.197210538	1.379786828	0.522755461	1.454964513	2.200675062	2.358854297	0.8895	2.533129302	3.18237818	1.70757809	2.169704053	1.672567685	1.6317796	0.664051796	1.722821833	1.291075541	1.663847364	2.022213308	2.443245592	1.106825948	1.392291611	1.692061676	0.964563536	0.487595738
MIMAT0002809	7.138474456	8.563274178	9.255166206	8.718226675	8.557218748	8.252275967	8.671578859	8.323287854	7.874682186	9.127615336	7.870643559	8.309777719	6.96667335	7.465913628	8.580959411	8.640111029	10.73303512	6.7024867	7.435203314	8.873901668	9.150710364	7.480107513	10.07014615	9.1692126	10.19923443	9.294887482	8.663466435	8.817278997	9.081270658	9.037989801	9.10384812	10.11354664	8.198786679	9.165508347	9.223962805	10.88661423	8.285586723	7.273537631	7.915402229	8.853059278	9.45328528	8.503896913	9.753896874	9.512962134	9.930196146	10.54806985	7.856267842	9.977506044	9.786104845	11.12404703	7.951702031	9.286549529	9.423536824	7.224618322	8.892481577	7.667883748	8.900084753	9.044691239	7.78203984	9.009557981	8.796712418	8.921447844	9.072280386	7.346729107	6.666386602	8.19410943	7.707091112	10.18358534	9.096565431	9.803022436	8.906057238	9.513736721	10.91646125	10.07372453	9.00304561	9.533583744	8.22220062	9.843695743	8.658452854	8.869049505	9.309824642	7.718176389	9.88208607	9.183761965	7.791783481	8.794488709	6.531722128	8.279694009	7.414971124	8.524892993	8.931030348	9.315474123	7.98396788	7.161681024	10.13786345	7.334104327	9.138387742	9.553182543	7.800334774	10.78925424
MIMAT0002810	0.2478	0	0	1.611192138	1.199864905	1.065758595	0.3505	0.876477189	2.886031786	1.256322253	0.867817723	0.3508	0.6936	1.132159476	0	1.503145339	0.910757898	0	1.708163615	1.69804092	1.286101527	2.549053351	0.467	1.0639	1.945616793	0	2.180342609	0	0	0.7421	1.826378836	0	0.343054382	0.46249182	1.334396392	0	0.627333951	0	1.191948961	1.126865457	0.474550757	0.775582999	0	0.2784	0.7619	1.817234899	0	0	0.3127	0	0.8654	0	1.06636193	0.537604087	2.045626502	1.264634299	0	0	0	0.715363854	1.953035692	0.8258	1.251703141	1.007093929	0.492731571	1.635137596	0	0.81573068	2.19116469	0.585680082	0.580866292	0.600184272	0	0	0.5631	0	0	0.2634	2.020285509	0.3677	0.6776	0	0	1.445595633	1.316921746	0	0	0.1368	0.4328	0.9082	1.517285188	1.024139059	1.719171739	1.408787883	2.443238157	1.343768767	1.392285521	0	0.636917918	0
MIMAT0002812	0.2478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7536	0	0.2262	0	0	0.3306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1822	0	0	0	0	0	0	0	0	0	0	0	0	0
MIMAT0002816	0.357362948	0.5574	0.990177301	0.9623	1.390352133	0.751312462	1.248	2.776371209	1.266871404	0.7608	0.867817723	0.632766259	0	0.376150875	0.748183332	0.991264982	2.045732773	1.734077128	1.3286	1.380273826	0.8977767	1.715276122	3.174153076	2.268152458	1.3949	1.5655	1.122674205	0	1.6691	1.229780231	0.8866	0.9909	0.8522	0.4626	1.166743652	0.4158	0.3475	0.5059	1.049989403	0	0.831003314	0.918286677	0	1.316026917	0.4306	1.894589064	0	0	1.668165796	1.442515975	0.8654	1.408062861	1.066364327	1.800551725	1.119853064	1.001361491	0.7536	2.49362525	0.421694182	1.467576327	1.284442231	0	1.447046158	0.2654	0	0	0.5099	2.014632526	1.537218764	0.415575719	0.868932553	1.531906903	0.3943	2.0958	0.3089	1.27226752	0	1.927444282	1.296085775	1.011449659	0.3782	0.669	0	1.103816042	1.518122409	1.50652011	0.4893	1.133155253	0	0.3699	0.989874242	0.785435355	1.546220509	0.869918908	1.608164053	1.018278209	0	3.901624407	0.776994039	1.590026558
MIMAT0002835	0.1292	0.2106	0.990157692	0.2117	1.558669044	0	0	2.251346056	0.468402408	2.161030356	0.4982	0.3508	0.6936	0.2003	0.4934	0	2.079482374	0	0	0	0.6558	0.8924	0.467	0.6279	3.483593906	0	0	0	0	1.593522372	0	2.983997634	1.052125711	0.4626	2.200671771	4.740018877	1.668522336	1.632259923	1.191876586	1.472941044	1.240651696	1.04813485	1.759679924	0.7124	0	0.662154958	0.7896	0	0.3127	0.5155	4.314936741	0	1.066364327	0.2937	0.1768	0	0	6.65230378	0.2262	0.715363854	0.4425	0	0.4279	0.48947976	0	0	0	0	0	0.2227	0.2206	0.426406571	0	5.367340959	0	0	2.036677318	0.8489	0	0.3677	0.3782	0.1985	3.489408253	0.654996507	0	0.1911	0	0.844446847	0	0	1.40238869	0.1419	0.519677191	0.412554945	0	1.609270641	0	1.081122568	0	1.383185951
MIMAT0002891	1.374543499	0.557295397	1.141120422	0.396273433	0.405236489	0.348593644	1.548458074	1.41781565	0.1736	0	0	0.3508	0.6936	0.532877205	0.1839	0.645783008	0.833719905	0.8283	1.915072003	0.4012	0.8977767	0.3623	3.54864319	2.094836856	0.859915385	0.9854	0.1981	1.519849231	1.0635	1.006449319	2.961727021	2.307330578	0.343054382	0.46249182	3.320851748	2.11798899	2.626354386	1.632259923	0.514219692	2.661616303	1.651668042	1.379483045	2.117930416	0.2784	1.626281949	0.256	0.571222822	0.3846	0.3127	0.894510438	3.204559249	2.928920907	0.790297098	0	0.334279601	0	2.974451474	1.729423623	0	2.07381793	1.482803175	1.193771043	1.251703141	0.2654	0.859396991	0.2333	1.430729064	0.251	0	0.2227	0.2206	0	1.813218518	1.980859877	0	0.394513151	1.734299021	0	0.368706455	1.667666017	2.200649364	0.528529199	1.275655152	0.820594266	0.320262665	0	0.854042958	0.582274251	3.384684886	0.664051796	0.524342444	0.785424288	0.319347433	0.1147	0.4238	1.018239014	0.7224	1.314699383	0.397408461	1.490294194
MIMAT0003287	0	1.448449366	1.067599227	2.001206231	0.7212	0.7513	3.517362322	0.5038	0.3285	1.917539763	1.796885181	0.3508	3.269370222	0.921276982	2.455597064	0.1905	1.183438418	0.828307127	0.588747024	1.69798607	0	0.3623	0.467	1.398289766	0.859915385	0.9854	0	1.166688736	2.094231749	1.883844327	0	0	0	0.812330688	0.1869	0	0	2.256989559	0	0.374	0.663735662	1.048238436	0	0.511668506	0	0.256	0	0	1.553907746	0	0	0	0.790297098	0	0.334279601	0	0	0	0	0.2147	1.054446629	0	0	0	0	0.2333	2.267778364	0.815782005	0.3078	0.2227	0.732021859	0.2289	0.3943	0.4087	0	0.3946	0.6014	0.486053503	0.3686	0	0	0.1985	0	0.2528	0	0.1911	0.1822	1.626850001	2.052546966	0	0.524289418	0	0	0.220948684	0.750960163	0.329254825	1.972655549	2.676311558	1.789801413	0
MIMAT0003306	0.554300273	0.3944	0.630357474	0.396273433	0.2168	0.1848	0	0.5038	0.1736	0	0.867817723	0	0.6936	0.2003	0.346986435	0	0.1346	0.4728	0.3242	0.4012	0.6558	0	0	0	0.4931	0	0	1.166688736	1.669022898	0	2.135947046	1.986316096	0	0.46249182	0.871757515	1.001620077	0.861578534	0	0	0	0.474550757	0.43928848	0.5629	0	0	0	0	1.151793549	0.569549386	1.442515975	0.8654	0.8694	0.4486	0.5376	0.334279601	0	0	0.945866311	0.2262	1.191500952	0.4425	0.5993	0.4279	0	0.2673	0	0.2774	0	0	0.415575719	0.2206	0	0.70364099	0.4087	0.563183186	0	1.490605273	0	0	0.367641597	0.925388768	0.1985	0	0	0.320262665	0.1911	1.594040055	0.376684132	0.4328	0.664051796	0	0.1419	0	0	0.750960163	0.329254825	0	0	0.1101	0.2643
